Topic,Count,Name,Representation,Representative_Docs
81,42,81_cartoon_jerry_tom_shinchan,"['cartoon', 'jerry', 'tom', 'shinchan', 'doraemon', 'villain', 'ben', 'cowardly', 'courage', 'doremon']","['fav childhood cartoon  doraemon  lmkic horrid henry tom jerry tom jerry sinchan oggy cockroaches looney tunes show  phineas ferb maturity jagah shinchan jagah maa bhosda doraemon ben 10 horrid henryyyyyyy cartoon alawa art attack mad dekhta   cid479368cate0dwthjc6ql17sywobb0zj4kysc84cpbi0qvwz9    ctg   ', 'favorite cartoon  ninja hattori tom jerry shinchan doraemon tom jerry emotion rahul gandhi  love ben 10 tom jerry', ' fav cartoon remembering childhood   comments  cartoon pasand shinchan tom jerry courage cowardly dog shichan aage kyaaa jungle book oswald dragon tales tom jerry spongebob squarepants uff nostalgia doraemon  doraemon wanted friend doraemon ben10 doraemon shinchan   cid479368ca3p40ixft66er63bor2mkw2cftcrqepcsrb0gnu77    ctg    doraemon pokmon shinchan power rangers']"
82,42,82_kiss_hug_slap_cheeks,"['kiss', 'hug', 'slap', 'cheeks', 'lip', 'settle', 'lips', 'style', 'touch', 'hugs']","['friend kiss   times sex milne kiss  mauka mila', 'kiss slap slap kiss address dal milne auu  address deti behen u moan slap   puchna kidhar  follow back goss  wan friend  despo gay guy pfp   cid479368cateasg4ocrtan00ex0il7kunhc6lvxbs69a2n1gzr    ctg    kiss u babe kiss ignore u kiss slap   bollywood style  kiss  bollywood style  slap  hollywood style    cid479368ca3vsnfjkka3s4ccrxmpy09um9t2hr7xnr8re98qdx    ctg    rim kiss  slap  bollywood style ', 'kiss mouth give flying kiss follow mouth flying lip kiss  s burn calories  kiss lips  biting eating lips kiss mouth']"
83,40,83_flag_red_green_flags,"['flag', 'red', 'green', 'flags', 'cool', 'colour', 'biggest', 'pic', 'teetar', 'beautiful']","['  moment  phele guess green flag problem red flag girl', ' red flag bangladeshi flag green flag orange flag red flag green delulu girlfriend human', 'relationship  red flag green flag green flag red flag black  megenta  orange  wan s opinion cuz m someone  s dark green flag white s red flag green flag  s white flag freedom  green red s choice']"
84,39,84_bassi_comedian_comedy_upmanyu,"['bassi', 'comedian', 'comedy', 'upmanyu', 'vir', 'rahul', 'funny', 'joke', 'das', 'gandhi']","['comedian period  anubhav bassi zakir khan rahul subramaniam vikas3guy kapil sharma underrated amit tiwari meme creators joke pai haasi aajye bassi rahul gandhi', 'favourite  comedian   abhishek upmanyu anubhav singh bassi  awaraladkimyra bassi abishek lets goss talk myra yash rathee samay raina yash rathi  bassi samay bassi bassi  abhisek  samay akash gupta pappu abhifek totla  joking  upmanyu supermacy ', 'favorite stand comedian  commenttt zakir khan kapil sharma anubhav singh bassi harsh gujral kevin hart vir das munaavar bhai vir das aakash mehta bassi abhishek zakhir abhishek upmanyu aakash gupta rahul gandhi  munawar faruqui rahul gandhi ']"
85,38,85_beard_shaved_clean_shave,"['beard', 'shaved', 'clean', 'shave', 'beards', 'bearded', 'hairy', 'shaven', 'pubes', 'cleanshave']","['girls u prefer beard clean shave boys  girls beard boy ajo', 'girls guys  beard comment beard        nt girls beard   men great beard   men beards moustache women beards moustache   beard beard  clean shaved  clean shaved     depends depends guys personality  preferably beard', 'love date boy beard boy beard  beard beard m beards nice clean jawline ']"
86,38,86_birthday_happy_celebrate_wish,"['birthday', 'happy', 'celebrate', 'wish', 'party', 'bday', 'day', 'hbd', 'shyam', 'today']","['bklo ladkiyo happy birthday kehdo free happy birthday happy birthday    cid479368cad2xvb4cisod8zq74d7zdccxgamxwr0sf1f3ruv2e    ctg    party happy birthday happy birthday    cid479368cabxbkgb8jjxs84xzgn2ls6ncnz5gj3t9b7zwe8hjb    ctg    logo aukat dikha  happy birthday ', 'yay   birthday    happy birthday happy birthday   cid479368ca4we5944nbhyt10t96xjndfyfo2zstxkzqyr86dbo    ctg    happy birthday  khush baat  marne happy birthday', 's bday  comment hbd happy birthday dear happiest birthday  happy birthday happy birdday happy birthday yaara happy birthday  guys tbh happy today made feel  happy birthday  apppppiiiiiii bdyyyyy  happy birthday   birthday din hunch aa baith  bahar enjoy karo   cid479368caqh1wna6hnb6b4xm1imk995h888urz1gv8em4rj78    ctg    happy birthday jiiii  cake shake bulao jiii enjoy kr khaana bhejwa  joke  happy birthday s birthday celebration  pr paise tumhe dene  happy birthday device bss abb din jinee janamdin mubarak  khush raho ese humesha jao yaar tension wagera lagi rahti zindgi jio din khul  queen   feeling  stay motivated stay blessed atleast day        party  jaldi bag pack hoon  nt happy birthday  happy birthday buddhi   cid479368cai0nvcnq4bxkrxivo3yh92vb1cwj9moavwpm9my8u    ctg    enjoy ur day  cake bejdo  purpledevice happy returns  happy birthday dear stay blessed  happy birthday  happy birthday  happy birthday  wishes   happy birthday  happiest birthday  party party      cid479368cayzovaesahgp6lc7gbe8dndj02qs6geavdwynu5jo    ctg    1 day happy birthday']"
87,38,87_comment_comments_commenting_poll,"['comment', 'comments', 'commenting', 'poll', 'lmkic', 'vibes', 'vri', 'lmkie', 'confidentally', 'approval']","['commenting  lmkic     sure commenting  comments  chale batana lmkic ', 'rate 10 original work  comment comment agrasen baoli  10 10', 'boost vibes comment comment poll poll daal comment  comment comment comment comment comment comment comment comment comment comment comment comment comment comment comment ladki likh dai account']"
88,37,88_120_iq_100_divide,"['120', 'iq', '100', 'divide', 'r2h', '20', '420', '22', '452', '100follow']","['short man high iq man lowest iq  short man high iq low iq tyrion lannister 175177 cm short h iq matters  chooses 1  nepoleon bonaparte', 'divide 50 half  add 20  70 20 45 120 120   cid479368cak4r6y0dcrjlfsufvcfslvpicoklkw55b54m92mzx    ctg    120 120', 'divide 50 half add 20 45 120 100 22 120 22 digit divide 12 double jayegi wajah 50 100 wajah 20 120 45  22  120  120 bewakoof samjhe']"
89,36,89_horror_thriller_comedy_action,"['horror', 'thriller', 'comedy', 'action', 'genre', 'movie', 'movies', 'scifi', 'romcom', 'romance']","['movie genre enjoy   action comedy drama science fiction scifi  action  suspense  thriller  horror  jethalal fans  horrorthriller thriller adventure porn   thriller comedy drama both balaya fight scenes thriller pls suggest thriller moviesseries  horror bit thrill suspense thriller  psychological horror ', 'favourite movie genre romance horror comedy horroromance romcom thriller  romance  suspense  fiction  comedy  horror horror thriller horror comedy romantic comedy  comedy romance  action', 'genre prefer movie night  action comedy horror scifi family comedy horror']"
90,36,90_hindi_language_english_telugu,"['hindi', 'language', 'english', 'telugu', 'tamil', 'hinglish', 'marathi', 'speak', 'bengali', 'sanskrit']","['english hindi hindi english urdu sanskrit punjabi', 'bengali  english hindi     hindi  bengali  english  seekhao bengali hindi english french bhojpori punjabj hindi baki smajh ata    hindi  english ami tumaki balo bashi bengali english hindi spanish panjabi haryanvi bhojpuri bengali hindienglish  hindi  english  urdu  punjabi  haryanvi hindi english bengali  hindi  english   marathi  korean', 'language prefer haryanvi tamil hindi english hindi sanskrit hindi hindi english ']"
91,35,91_ghost_ghosts_believe_bhoot,"['ghost', 'ghosts', 'believe', 'bhoot', 'paranormal', 'spirits', 'haunted', 'miss', 'yakin', 'yakeen']","['ghosts real   movies  ghost exists   ghosts tolerable void created death    hunch u  sextig goss ghost u   samne nashedi uncle rahte   shayad baat', 'believe ghosts spirits hn bhoot nt called ghost ', 'ghost exist     encountered share   hear story   s fake  yess ll share incident haa ghost exist   scared watching bollywood horror movies   spirits course ghosts exists  live haunted house 37 wan ghost encounter  pair  channel  yess exist form energy stuck realm   cid479368caows5p4alsgfjhpsl80s0vedv2a95vtde4zdhovo9    ctg      jaan jaao dost lo ghost chut']"
92,34,92_bjp_congress_vote_election,"['bjp', 'congress', 'vote', 'election', 'politics', 'voter', 'party', 'modi', 'sarkar', '2024']","['national party corrupted  congress bjp comments club party sab bjp  currently  congress nt', 'rajasthan election bjp congress congress bjp   cid479368ca6bgk2kan3mx967ej7msyp16x4hdu03a93ou82pqh    ctg    bjp baba balaknath cm banta dekhna   cid479368ca823us7zdgvfath4b716xcktackbx1owidt6m5y10    ctg   ', 'acting  a congress b bjp']"
93,33,93_god_atheist_existence_believe,"['god', 'atheist', 'existence', 'believe', 'atheists', 'belive', 'exists', 'created', 'agnostic', 'faith']","['believe god   god god god believe gods  gods ', 'belive god              god  life meaningless ', 'believe god  mention atheist agnostic   eerieping hey  follow goss believe belief  mahadev atheist believe shakti  jai hanuman agnostic  inclined atheist depends m trouble believe m happy nt god ']"
94,33,94_flirt_flirting_su_smile,"['flirt', 'flirting', 'su', 'smile', 'flirts', 'skill', 'kurshi', 'flirted', 'posh', 'innovation']","['s signature flirt line  nt  comment  nt flirt  rizz  facial expression  s  different lady different flirting skills question made realise nt flirted damn fucking life   ', 'wan flirt   flirt koe goss mutthi lgwaegi baat kro  flirt h hila gay hu', 'chatting means flirting    yup ladkiya flirt layak flirt jaata h ladkiyo re flirting emoji 247    shrillgainer  flirting kisise jaati friendship acche position insaan pasand lag jao nah   met gud friends s depend kee paristhiti batt hoo']"
95,33,95_chubby_skinny_slim_thick,"['chubby', 'skinny', 'slim', 'thick', 'muscular', 'fat', 'fit', 'thin', 'athletic', 'body']","['chubby slim  slim  baby  skinny jeans  chubby anyday   milegi ladki transition slim chubby  healthy    cid479368cao6qfzx60z7pno4ilq6bxcymxpdisi7meqk7mrj0f    ctg      moh maya baccha', 'boys prefer  chubby skinny muscular chubby chubby chubby abit muscular time skinny  easy pick cubby skinny  muscular big boobs  muscular h whi bs loyal heart   goluuu ', 'moti ladki jyda psand patli cubby slim slim chubby boobs average kind hearted fat chubby   chubby general ladki chubby chubby girls   chalengi']"
96,33,96_owl_bird_early_night,"['owl', 'bird', 'early', 'night', 'owls', 'morning', 'present', 'khraab', 'jaein', 'exhausted']","['early bird night owl  night owl early bird night owl m mentally exhausted pigeon waking 2am night owl early bird  criticized lot night owl  schedule', 'early bird night owl  early bird night owl hehe ', 'early bird night owl  night owl early bird m vampire  early bird   owl   night owl owl wakes early   early owl ']"
97,33,97_animal_trailer_ranbir_movie,"['animal', 'trailer', 'ranbir', 'movie', 'kapoor', 'bobby', 'excited', 'dunki', 'salaar', 'faadu']","['animal trailer  laga ranbir kapoor rashmika anil kapoor bobby deol animal noi anil kapoor  animal kapoor bhut teaser  trailer aayen  janwar', 'watched animal trailer   dekhte h', 'watched animal trailer  interested hate ranbir kapoor  no']"
98,32,98_times_masturbate_week_masturbation,"['times', 'masturbate', 'week', 'masturbation', 'minute', 'nnn', 'day', 'utilise', 'mastrubation', 'month']","['guy s masturbate  week everyday day month week atleast 5 times day  m literally girl  joking day 10', 'times masturbate week 15 batau 7 nt 2 nnn filhal nnn  warna 23 times ', 'masturbate  month week 34 times week multiple times day jim masturbate  bsdk hilane din 4th time 7 times day hafte bar bcs jim phd paper esi pa ']"
99,32,99_chocolate_icecream_cream_ice,"['chocolate', 'icecream', 'cream', 'ice', 'butterscotch', 'kitkat', 'vanilla', 'cake', 'tastes', 'chocolates']","['favorite icecream flavor  butterscotch chocolate vanilla pistachio vanilla chocochips butterscotch butterscotch vanilla chocolate vanilla cocho  chalegi  chocolate choco chips butterscotch chocolate  chocolate butterscotch chocolate choclate fav  chocolate chip khatti toffy butterscotch forever ', 'chocolate  icecream   chocolate  icecream  chocolate ice cream   love  her cookie chocolate flavor  both icecolate molten chocolate ice cream cookies cream flavor  fayda khani tumne h akele  bhukhi  kitkat milkshake', 'chocolate icecream  chocolate  icecream  chocolate ice cream yaar butterscotch cone cabdury red velvet hits different icecream  chocolate icecream chai brownie chocolate icecream  extra dark  bit hornynaughty chocolate icecream  chocolate icecream shake   hehehehhehehe s nt pooja time panjiri']"
100,31,100_pickup_line_lines_pick,"['pickup', 'line', 'lines', 'pick', 'cbum', 'hot', 'rate', 'simpsons', 'dirtiest', 'teh']","['s rate pick lines  comment ur pick line fever  u paracetamol  dp  pickup lines overrated   find kro bak bak sune  bye    pickup line work iguess  soo believe spit mann line madam ji otp pick taking breath away  living   babe u replacement body pillow  ohhh bhaiii time rizzard oz  tornado drifting  hey girl wan fax w telekinesis   made part move touching  dad thief  stole stars put eyes  nt line  night  raat bhar soya subh sone nind khwab pure tohri chodo', 'write cutest pickup line h   btatate   pickup line  tons pick lines  dm  love u  parents nt picked optional pickup line marega ladki pate pate hilana hai', 'guys pickup line comment kro  girls usko rate kregi  hehehe   goo  flu  falling  family runs restaurant  m gon eatin takeout   bachho maa banogi  believe love sight pass  re beautiful  beauty inside nt inside raisin becuz wan make date s boys u ca nt give pickup lines  cute fbi dick  hide inside   raat bhar soya abb sone nind khwad pure tohri chodoo   cid479368cadkmsu7kifxl8z28bbhi5rmuxfdbfps1lklhnfkr3    ctg    aaja pickup sasural chor aau huma bus pic drop ata ba pickup line traveller explore   achhi pickup lines ko        ']"
101,31,101_rain_thand_winter_weather,"['rain', 'thand', 'winter', 'weather', 'cold', 'raining', 'barish', 'heat', 'baarish', 'sardi']","['s raining  ahmedabad  place  comment  yess   rain summer  rain winter  haa raining tooo soul dry yaad dila ahmedabad  dard ', ' plying football inrain dancing rain running paper  boat rain water rain water harvesting rain  bike riding rain  dance pta football  khel chuka rain  enjoying chai pakode rain        dance h barish me mja ata h sleeping rain boating road pkka baki pta  sex rain', 'suffering cold winter started   lmkic  pinch  lodacetamol cold nt away months post covid  care rest properly  meko monsoon start chaloo hojata winter  irritates lot dolo day fever cold away thand mei nahane plan cancel yaar ache sardi aai cold jaara   sahab   diwali h merko  av tk  nind  agr aayi bich bich khulti h qki naak saans aa ni handkerchief  khas khas mar  cold transition h cold cough throat infection add sir dard aagaya h   care rosie  1015ml monk   ll give warm hug  tbf  days  cold f  cking unavoidable mtlb freezer store krdiya   garam garam momos khale doctor pass jao yha kr rhe kids  vese jukaam   side effect thandi deep breathing u ']"
102,30,102_arjun_verse_chapter_krishna,"['arjun', 'verse', 'chapter', 'krishna', 'blew', 'killing', 'sons', 'warriors', 'radhe', 'chariot']","['day 2  chapter 2 verse 12 14 war beginning   grand man kuru dynasty  glorious patriarch bheeshma  roared lion  blew conch shell loudly  giving joy duryodhan   conches  kettledrums  bugles  trumpets  horns suddenly blared  combined sound overwhelming   amidst pandava army  seated glorious chariot drawn white horses  madhav arjun blew divine conch shells ', 'day 2 chapter 1 verse 12 14 war beginning  grand man kuru dynasty  glorious patriarch bheeshma  roared lion  blew conch shell loudly  giving joy duryodhan   conches  kettledrums  bugles  trumpets  horns suddenly blared  combined sound overwhelming   amidst pandava army  seated glorious chariot drawn white horses  madhav arjun blew divine conch shells   goosebumps   bheesma knew win facing dharm stapak himslef  krishna   remove doubt duryodhan  roared lion blew shank  started chain shells  shanks  times blowing shank means start war  talk pandav side start blowing  arjun krishna blowing divine shells starts chain reaction overwhelming sound pandavs side ', 'day 3 chapter 1 verse 19 20 terrific sound thundered sky earth  shattered hearts sons  dhritarasthra time  son pandu  arjun  insignia hanuman flag chariot  bow  sons arrayed  king  arjun spoke words shree krishna  dhritrast sanjay hindi likh ga sounds shank pandavs side set hearts kauravas anxious  consciousness knew mischief deeds as pandavs side kauravas blowing shank nt reaction pure resoulte shree krishna himslef side  arjun speaks krishna ']"
103,30,103_suicide_die_jee_death,"['suicide', 'die', 'jee', 'death', 'floor', 'preparing', 'commit', 've', 'saddam', 'escaped']","['suicidal thoughts   batatabatati ni idea open door market find hardware store mitti rassi phir jaao khat likho fanda lagao josh chud jaao nt bomber jacket phen   wide  hath kaat suicide losers  s easiest  s saddam i ve  death  friend nt discriminate  step beauty escape  end escape  escape  back saddam  jump cliff sea  moments d find struggling survive    seated deeper  pull  live life  struggle  endure  death wait friend open arms  death reward enduring life    implement them kudhh jaa spend time friends tadaad bdti h abi mt mr khubsurat ladki pta mrio risk lene dada', 've options  m live home due mistakes tired  ve options suicide shut ve leave home start life  suicide start life u  u leave ur house u suiciding  life suicide  option walo maafi mango suicide decesion tunahre suicide dard khatam jayenhe  start life bhagwaan ekk duaa anne walle pall sari duaaye kubool jyee', 'commit suicide  poison hanging lmkic cheej galat start preparing competitive exam neet  jee  gate upsc ca  shayad depressed zada depressed jayoge pressure badega heart attack mar jayoge suicide chakkar simple  huge bss subject mei bio lena maths bhi gaadibike nikalo  jee zara full volume play  highway jao  160 speed  dividerpole takrao hydrolic press niche video recorder laga dena hamko maza aayega dekhne basically wanting die kill part edge death ll release loved life nt give away 3rd floor 2 kudna  3  3  6   hanging out 10 floor sai  suicide   din girlfriend miloge murder kr dena  wese fansi jaayegi  zoorat dimag lagane  start mobile    cid479368ca2dwsasp6wg4bxnwnxjfa9dqtpbfgayolizbanknc    ctg    fbi open']"
104,30,104_samaan_sigma_ctg_warming,"['samaan', 'sigma', 'ctg', 'warming', 'bhabhi', 'toone', 'global', 'manhwa', 'girl', 'real']","['mujhse shadi   ni yrr mind game khel  sister  case   reject karde  bolke gay  aage loonga  shaadi karle                         yaar leta hoon   cid479368ca567pfwt4aeo6yof6lukx4nj1d2pgzi1ef1t2v4l2    ctg    jhoota   cid479368casrg7p2cj6yqrrehl7xcynu2qxsgayr3sfxcyt08s    ctg    d manta dehej  chote h thic thighs krle shadi ni yrr  bolna matlab trial period  sochenge  ', 'sigma  nah  gay   brah  rude women hiding online shield giving dank reply nt make sigma  s pathetic d  sigma pighle  pr h shi jagah pighalta h tb sigma kidding  sigma    cid479368cagyvzgvpiv7jo2mghzfkr90fifepqf5mgle9lvaci    ctg   ', 'friend girlfriend kr socha yaar jaaye  course absolutely haai bhaai bharosa tut bhabhi maa samaan maal samaan nhi bhabhi sb    cid479368cavs1dph5n0p8eod1gsd42qyt2ypq0ix3bjwlnp4la    ctg    nii bhabhi uski jaye bhabhi maa samaan ethics morals jesi cheez  dost gf interest ']"
105,30,105_mp_mh_dm_jaipur,"['mp', 'mh', 'dm', 'jaipur', 'rj', 'asimraza', 'boredddd', 'xxfp', 'mbti', 'bhh']","['jaipur    biro m properly jaipur 2 kota dm insta  tfudit', 'mp mh mp dehli rj  mh', 'mbti type  xxfj xxtj xxtp xxfp nyi bakchodi h mtlb infj intj']"
106,30,106_follow_achchaaa_back_offcourse,"['follow', 'achchaaa', 'back', 'offcourse', 'ajao', 'upsc', 'jaipur', 'abhimundhe295', 'jarurr', 'yadavx6']","['u follow follow u back   reason', 'follow  nt  ll follow', 'follow ']"
107,30,107_emoji_emojis_namaste_kaaati,"['emoji', 'emojis', 'namaste', 'kaaati', 'nili', 'kukur', 'mood', 'srk', 'knew', 'express']","['favourite emoji             ', 'emoji   comments           ', 'fav emoji                  smile emoji  ']"
108,29,108_zombie_vampire_apocalypse_zombies,"['zombie', 'vampire', 'apocalypse', 'zombies', 'vampires', 'nuclear', 'invasion', 'end', 'dinosaurs', 'demon']","['end humanity  preferred choice natural calamity alien invasion alien invasion rumbling nuclear war eachother prove s end humanity sounds realistic ai taking humans sounds cool  zombie apocalypse  end bang   zombie apocalypse  wan girlfriend  nature harmed human s turn revenge ai alien', 'u prefer  zombie apocalypse extreme world war 3 weve 2 world wars  lets give zombie apocalypse chance    sniper roof  killer instinct zombies', 'survive zombie apocalypse  hell yess zombie die rahul gandhi pm joking depends luck']"
109,29,109_comment_comments_opinions_majbur,"['comment', 'comments', 'opinions', 'majbur', 'kannadiga', 'lmkiec', 'monze', 'camod', 'hurrrrrrrr', 'alawe']","['batayega lmkiec  matlab  sach comment sach  juth comments', 'monze zad vibes tabhi comment comment matlab hurrrrrrrr', 'opinions  mukammal milta  zameen aasman milta  lmkic']"
110,29,110_height_tall_short_matters,"['height', 'tall', 'short', 'matters', 'size', 'pp', '511', 'ft', '55', 'feet']","['boy 5  2 height girl    mom  nt height primary partner   cid479368cax47scum7nc15xc8dho42hrlcwx67af1rj9xa7n74    ctg    short girls   abdu height pta    definitely girl 5  2 height  4  9 kr legi agr toxic', 'girls tall boys short boys tall rich  short matter tall anyday  atleast height tall m 6  0  case', '5 7 height boys question girls 6 foot ha h normal h 6 niche waalon awaaz kaano  5  7  bhot h 5  3   51 dushro bolu  5  7 yaar 5  3 hoo bona h height 53   cid479368ca8ajla8i9d1bzs6t3mkd23yfj4vx6why0sho87zh2    ctg    5 7 normal 6 zyada achha yaar nishchay mujhse mila height 6 feet katwa  510 atleast  m 5  5  ladki body height money height jada perifrr 55  im 5 8 lamba chota height nt matters  size matters s cool baby sach btao agree krun grouping ready joge   lakin mene choti height chutiya kaatwa h']"
111,28,111_sex_sux_sexting_flow,"['sex', 'sux', 'sexting', 'flow', 'utejeet', 'fondballet', 'kde', 'khoobsurat', 'sexual', 'ends']","['hunch pr sex dhundra  loll mee humpe noooo comments meee discord krta sex sux chudwaoge  opposite sex dhund', 'goss baten kerte realmeet  normal sextexting goss virgin   fondballet aawaz sunni  zindagi khoobsurat lagne lag jaayegi   khoobsurat    fondballet achi saaf sabhya baatein sirf comments', 'type person  flow prefer plan sexual kde kde paaji m go flow  type  s traffic  make plan flow flow  nhh   ends wdh flw button    ']"
112,27,112_guys_invitation_chhoda_sapno,"['guys', 'invitation', 'chhoda', 'sapno', '75', 'meaning', 'lord', 'safalta', 'chabii', 'hukrti']","['guys 75 challenge start abtk    humse payega   s  sure 75 days mastrubation challenge humsa paiga subah utna dictionary  75 hard   bachpan krte aa to  villagers naukri pesha admi  kaie baat khane time milta  2 gya  3rd time time udhr meh  pakka lungi 75 din zinda rehne kelr raha', 'invitation card agya guys  bulate jaane    hume bulawa ni   finally poll  1st comment   matlab jaoge  hume bulawa ni  chai milni  didi phone number blur tha party   haveli bula hai aesa  ye 5vi invitation mila h logo h jayenge abba manenge  firse aa ', 'guys drop s meaning guess  yayyyy give support safalta lotus jhanda lehrate tub word marathi jhanda  flag  agee naam ansh king aryas  boy  chota meaning destroyer things miracle   cid479368ca97utu2qqceq85k8uqcx63skuyi5puly84mnnye0h    ctg    naam basanti  smile  joy  laughter love kirti sorry cheating plz unblock  part lord shiva courage happiness  s tough guess mine  wbu  diamond imagination happiness large amount water  girl happiness   handsome earth friend pleased happy  cheerful ca nt conquered   invincible  m kidding literally means associated lord krishna ig shine bright illumine beach friend named god goddess parvati beauty happy give light covered snow deepak s pure  white  heart  lord narayan s avatar  wore bow arrow   auspicious development moon light river ganga permanent shubhrajit means victory truth  love  life means desire win suraj tb guess asaan h  user aesa h goddess naz worshipper lord vishnu happiness  joy  khushi naam   sentiment love affection mine literally gon hard blossoming  boy  witness s deep secret pacific ocean nirahua nadiyapaar   beg  s meaning  tired searching real meaning  money heartbeat patience bhaiii bta naaa ni ra  na krishnas ']"
113,27,113_logo_jalan_messi_fulana,"['logo', 'jalan', 'messi', 'fulana', 'gosa', 'patle', 'wanma', 'flex', 'ronaldo', 'theuncomplicated']","['ronaldo messi messi ronaldo ronaldo  respect everyones opinion boy rosario  santa fe  pitched heaven  climbs galaxy own cristiano messi walking work art  vintage  valuation  forgery imitation rolando  mausi  ronaldo  messi  m messi fan ', 'tk logo propose logo bhut logo lmkic himmat lenge  1 3 shadi 11 baccho 2 bar bar haaga 45 aspass 0  lesbian nikli 2 pat', 'logo jalan h  kaam logo nakamiyabi dusro kamiyabi jalan soche   fitrat hy jalan  possible bavaseer   ak aam samasya hii  nt warry  lives52 khavoo   fine hell  mtlb peper spray marne jalan   garmi samose khayenge ego']"
114,27,114_fake_anonymous_bots_real,"['fake', 'anonymous', 'bots', 'real', 'followers', 'anonymity', 'original', 'insta', 'identity', 'account']","['hunch lost s soul theme hunch anonymity  identity secrecy  real reh sake  pretend pade  achhe dost mile accept real  large  logo baaki social media apps  ladkiyan adhnanga nach mover advantage followers  ladkiyon baat maut aarhi  words reply  bio friends baat ni  ajeeb chutiyapa  nt  comments  sach ni bolna disappointed   isey chhote likh pls  bada para padhne maut aarhi h  baat h agreee', 'mention ids fake comments  lmk lmkic baigan   igetspankbymymom  fakeid fake bhyii chahe real reel life fake hain mine real  online baat kr yha real fake h  ', 'app anonymous   anonymous app interact share views personal information  case platforms share  u   sabko gf yahah  creeps away  jann gya lega  haa bhadak jaati introverts heaven maze ekdam khul express personal information discuss bahot crazy h  duh jain win anonymous nature nt guts trust  ladkia sabko  fake bhot anonymous insaan pic lagake baitha mam person genuine   cid479368caas64zizxkcrmj35awcxmuq3h4t9am354zndoc3ly    ctg     exactlyy s avg despo behaviour']"
115,27,115_bike_activa_car_bikes,"['bike', 'activa', 'car', 'bikes', 'biker', 'cycle', 'rider', 'bmw', 'cars', 'scooty']","['bike chalana bike dikhe passion activa splendor hee ni chalani lawde activa kabse bike laga bullet', 'solo riding car bike solo bike bike bicycle  bike', '2nd man s leg   bike balls bike']"
116,26,116_condom_flavour_protection_condoms,"['condom', 'flavour', 'protection', 'condoms', 'safe', 'dotted', 'sex', 'raw', 'protected', 'condon']","['sex condom condom condom sex    guys sex    moke jaye kro yhi condition din krunga btaunga  women bareback raw girls 3 round condom condom condom', 'fantasy sex  condom condom condom fucking neighbour dekhna   mile shi chodne  phir dekhte h condom condom  bt condom mja h roughly hard sex h   cid479368caol4yj85iaauocri2qyik4jbaiz5adlkgryhlhk8z    ctg   ', 'ladies answer  condom condom condom condom s chat judging girl']"
117,25,117_wallpaper_screen_lock_background,"['wallpaper', 'screen', 'lock', 'background', 'photo', 'home', 'kaan', 'brightness', 'deewaron', 'photos']","['wallpaper pyari  lock screen home screen  home lock contrary user id cat blue sky  number wallpaper  download ', 'aapka phone wallpaper     comment batana chahte mine futuristic city wallpaper default wallpapers set downloaded operating system  yesterday opened phone morning bhupendra jogi wallpaper    cid479368caaw4b1djf2jhyu6f0lqpihmqtxjh0f3tiul5pzry4    ctg    wallpaper devil  alot flowers default wallpaper   godswallpaper  tanjiro', 'choose wallpaper lock screen laga lai home bhagwan wallpaper dil rakhte ']"
118,25,118_life_moye_khush_khushi,"['life', 'moye', 'khush', 'khushi', 'jhandu', 'muja', 'maut', 'padhai', 'rukni', 'jaago']","['life mey khush   lmkic hei life khush zruri ni  khush  life bss khushi baki sb hai life hass  khush hu khushi dhund bhaii time p khush vhii h paas khushi h khushi khushi time nii time p rhii h ', 'life  sentence kitani sachai  50  sirf dilasa he 100  goss btaayega detail    sachai mummy  1000   00001  0000000000000   utni khali glass paani depends person realtionship u person 000  depends ho agr oxygen 100  agr hooman 0    life fucking  shayad sentence utni  bs 5min tayar hoke aa ', 'utho  jaago padho  khao piyo phir padhai phir soo jao boring life   utho  jaago  padho  khao  piyo  phir padhai phir soo jao  repeat  padhai nikal udhar  life  padhai paa  life life  atleast taking break today insab worst haii ']"
119,25,119_alpha_creator_unfair_alfa,"['alpha', 'creator', 'unfair', 'alfa', 'congratulations', 'creators', 'profitable', 'beta', 'milta', 'vibes']","['happy alpha creator hunch   alpha creator users lower hype alpha creator status abb mey ky  khudko sigma', 'fuck alpha creator    man hunch goofy ahh app  alpha male rahhhh creator s create amount poll time alpha creator feel alpha rn rahhhhhhhhhhh beta sigma creator', 'alpha creator  ']"
120,25,120_breakup_break_distance_alg,"['breakup', 'break', 'distance', 'alg', 'dab', 'long', 'movement', 'memories', 'broke', 'deleted']","['gf physical break samaye aaisa turant sex mika break saal break single huu socha ha breakup krle agr dene lgi h agr sirf dena chahti h shaadi krle sat hamisha  expertise  casual dating pakad phir  sb bakchodi h policy  sex saal break trauma daal', '  lmkic breakup', 'break  break girlfriend 2 years  genuinely love  move different states  eachother months due jobs   long distance  nt d gf breakup kre ahead hesitate  girl baat intrested ajao yha pucho love distence nt matter hamko gf gf milne break bat skill issue breakup gyaa bss officially declare reh gyaa gf ban isko dekhowtf borr gye hard short distance longdistance relationship long distance naam suna  bich bich milo krle  bhala phir ']"
